  3.4690526E-09  3.6565446E-09  3.8555865E-09  4.0668380E-09  4.2909951E-09
  4.5288000E-09  4.7810320E-09  5.0485163E-09  5.3321272E-09  5.6327818E-09
  5.9514473E-09  6.2891479E-09  6.6469759E-09  7.0260699E-09  7.4276403E-09
  7.8529458E-09  8.3033047E-09  8.7801215E-09  9.2848911E-09  9.8191979E-09
  1.0384674E-08  1.0983049E-08  1.1616101E-08  1.2285684E-08  1.2993728E-08
  1.3742201E-08  1.4533200E-08  1.5368856E-08  1.6251301E-08  1.7182744E-08
  1.8165338E-08  1.9201243E-08  2.0292472E-08  2.1441204E-08  2.2649878E-08
  2.3920908E-08  2.5256554E-08  2.6659009E-08  2.8130422E-08  2.9673037E-08
  3.1289026E-08  3.2980616E-08  3.4750116E-08  3.6599872E-08  3.8532676E-08
  4.0551676E-08  4.2660417E-08  4.4862752E-08  4.7162594E-08  4.9563663E-08
  5.2069431E-08  5.4685849E-08  5.7420927E-08  6.0282943E-08  6.3284020E-08
  6.6434318E-08  6.9735037E-08  7.3191508E-08  7.6819212E-08  8.0630684E-08
  8.4633115E-08  8.8816762E-08  9.3199887E-08  9.7804055E-08  1.0266148E-07
  1.0777610E-07  1.1312798E-07  1.1870096E-07  1.2450364E-07  1.3055485E-07
  1.3683636E-07  1.4331683E-07  1.4999080E-07  1.5685767E-07  1.6385982E-07
  1.7090716E-07  1.7801878E-07  1.8527145E-07  1.9257676E-07  1.9979758E-07
  2.0253140E-07  2.0524044E-07  2.0791684E-07  2.1055445E-07  2.1314854E-07
  2.1569936E-07  2.1821040E-07  2.2068261E-07  2.2311426E-07  2.2549987E-07
  2.2783192E-07  2.3010492E-07  2.3231414E-07  2.3445553E-07  2.3652562E-07
  2.3852152E-07  2.4044090E-07  2.4228225E-07  2.4404414E-07  2.4572554E-07
  2.4732557E-07  2.4884383E-07  2.5028061E-07  2.5163629E-07  2.5291212E-07
  2.5410975E-07  2.5523141E-07  2.5628006E-07  2.5725910E-07  2.5817224E-07
  2.5902352E-07  2.5981663E-07  2.6055520E-07  2.6124303E-07  2.6188414E-07
  2.6248264E-07  2.6304261E-07  2.6356767E-07  2.6406107E-07  2.6452574E-07
  2.6496451E-07  2.6537984E-07  2.6577439E-07  2.6615055E-07  2.6651151E-07
  2.6685990E-07  2.6719806E-07  2.6752858E-07  2.6785446E-07  2.6817878E-07
  2.6850518E-07  2.6883691E-07  2.6917684E-07  2.6952773E-07  2.6989247E-07
  2.7027409E-07  2.7067574E-07  2.7109979E-07  2.7154800E-07  2.7202248E-07
  2.7252526E-07  2.7305944E-07  2.7362731E-07  2.7423073E-07  2.7487121E-07
  2.7555075E-07  2.7627155E-07  2.7703663E-07  2.7784756E-07  2.7870590E-07
  2.7961323E-07  2.8057127E-07  2.8158300E-07  2.8265069E-07  2.8377551E-07
  2.8495896E-07  2.8620258E-07  2.8750841E-07  2.8887962E-07  2.9031733E-07
  2.9182274E-07  2.9339716E-07  2.9504218E-07  2.9676090E-07  2.9855482E-07
  3.0042474E-07  3.0237186E-07  3.0439736E-07  3.0650412E-07  3.0869390E-07
  3.1096755E-07  3.1332584E-07  3.1576965E-07  3.1830095E-07  3.2092211E-07
  3.2363363E-07  3.2643621E-07  3.2933067E-07  3.3231808E-07  3.3540155E-07
  3.3858186E-07  3.4185985E-07  3.4523623E-07  3.4871178E-07  3.5228908E-07
  3.5596972E-07  3.5975458E-07  3.6364435E-07  3.6763959E-07  3.7174186E-07
  3.7595419E-07  3.8027747E-07  3.8471268E-07  3.8926080E-07  3.9392265E-07
  3.9870048E-07  4.0359700E-07  4.0861354E-07  4.1375151E-07  4.1901245E-07
  4.2439734E-07  4.2990658E-07  4.3554124E-07  4.4130283E-07  4.4719275E-07
  4.5321204E-07  4.5936213E-07  4.6564594E-07  4.7206595E-07  4.7862380E-07
  4.8532098E-07  4.9215964E-07  4.9914172E-07  5.0627040E-07  5.1354851E-07
  5.2097869E-07  5.2856370E-07  5.3630606E-07  5.4420906E-07  5.5227645E-07
  5.6051272E-07  5.6891901E-07  5.7749065E-07  5.8622976E-07  5.9513889E-07
  6.0422002E-07  6.1347720E-07  6.2291315E-07  6.3253134E-07  6.4233456E-07
  6.5232638E-07  6.6251010E-07  6.7288948E-07  6.8346918E-07  6.9425403E-07
  7.0524857E-07  7.1645781E-07  7.2788754E-07  7.3954357E-07  7.5143294E-07
  7.6354871E-07  7.7588703E-07  7.8845267E-07  8.0124863E-07  8.1427999E-07
  8.2755076E-07  8.4106512E-07  8.5482816E-07  8.6884484E-07  8.8312066E-07
  8.9766110E-07  9.1247239E-07  9.2756039E-07  9.4293210E-07  9.5859571E-07
  9.7456109E-07  9.9083809E-07  1.0074348E-06  1.0243328E-06  1.0415328E-06
  1.0590395E-06  1.0768586E-06  1.0949960E-06  1.1134578E-06  1.1322506E-06
  1.1513800E-06  1.1708514E-06  1.1906735E-06  1.2108553E-06  1.2314071E-06
  1.2523403E-06  1.2736666E-06  1.2953993E-06  1.3175534E-06  1.3401417E-06
  1.3631392E-06  1.3865393E-06  1.4103485E-06  1.4345744E-06  1.4592199E-06
  1.4842911E-06  1.5098007E-06  1.5357571E-06  1.5621733E-06  1.5890600E-06
  1.6164316E-06  1.6443020E-06  1.6726867E-06  1.7016029E-06  1.7310693E-06
  1.7611061E-06  1.7917280E-06  1.8228847E-06  1.8545694E-06  1.8867936E-06
  1.9195681E-06  1.9529048E-06  1.9868162E-06  2.0213165E-06  2.0564187E-06
  2.0921398E-06  2.1284959E-06  2.1655053E-06  2.2031870E-06  2.2415627E-06
  2.2806430E-06  2.3204534E-06  2.3610239E-06  2.4023548E-06  2.4443848E-06
  2.4871244E-06  2.5305876E-06  2.5747891E-06  2.6197454E-06  2.6654734E-06
  2.7119911E-06  2.7593187E-06  2.8074649E-06  2.8564427E-06  2.9062815E-06
  2.9570083E-06  3.0086549E-06  3.0612550E-06  3.1148475E-06  3.1694722E-06
  3.2250703E-06  3.2816008E-06  3.3390820E-06  3.3975327E-06  3.4569562E-06
  3.5173628E-06  3.5787764E-06  3.6412237E-06  3.7047307E-06  3.7693292E-06
  3.8350531E-06  3.9019369E-06  3.9700194E-06  4.0393465E-06  4.1099647E-06
  4.1819198E-06  4.2552142E-06  4.3297191E-06  4.4054364E-06  4.4823892E-06
  4.5606043E-06  4.6401110E-06  4.7209360E-06  4.8031161E-06  4.8866827E-06
  4.9716787E-06  5.0581375E-06  5.1460729E-06  5.2355263E-06  5.3265462E-06
  5.4191928E-06  5.5135315E-06  5.6096310E-06  5.7074571E-06  5.8068758E-06
  5.9079143E-06  6.0106031E-06  6.1149740E-06  6.2210174E-06  6.3287725E-06
  6.4382821E-06  6.5495924E-06  6.6627526E-06  6.7778201E-06  6.8948525E-06
